Date,Wind_Total Generation,Solar_Total Generation,System Load
2024-12-08,3013,30.0,7594
2024-12-09,2182,145.0,7676
2024-12-10,1175,86.0,7705
2024-12-11,1101,43.0,7739
2024-12-12,1735,104.0,7865
2024-12-13,2107,141.0,7795
2024-12-14,3106,111.0,7648
2024-12-15,2387,78.0,7711
2024-12-16,430,37.0,7917
2024-12-17,431,35.0,8070
2024-12-18,2421,21.0,8246
2024-12-19,754,110.0,8167
2024-12-20,2315,169.0,7940
2024-12-21,1842,125.0,7553
2024-12-22,2138,135.0,7642
2024-12-23,3036,133.0,7772
2024-12-24,2872,129.0,7583
2024-12-25,2978,177.0,7184
2024-12-26,2200,52.0,7337
2024-12-27,2699,169.0,7521
2024-12-28,1393,97.0,7433
2024-12-29,646,76.0,7442
2024-12-30,740,57.0,7847
2024-12-31,439,33.0,7895
2025-01-01,179,26.0,7759
2025-01-02,57,25.0,8129
2025-01-03,1021,19.0,8344
2025-01-04,1300,33.0,8114
2025-01-05,167,45.0,8017
2025-01-06,222,43.0,8126
2025-01-07,2796,111.0,7939
2025-01-08,3244,117.0,7812
2025-01-09,2238,233.0,7796
2025-01-10,3389,67.0,7865
2025-01-11,2252,59.0,7657
2025-01-12,908,81.0,7547
2025-01-13,2979,133.0,7918
2025-01-14,3165,127.0,7896
2025-01-15,2249,190.0,7701
2025-01-16,3294,141.0,7867
2025-01-17,2016,148.0,7993
2025-01-18,1095,206.0,7969
2025-01-19,792,219.0,8062
2025-01-20,2559,207.0,8238
2025-01-21,3742,146.0,8037
2025-01-22,2586,192.0,7896
2025-01-23,3223,77.0,7947
2025-01-24,3109,162.0,7999
2025-01-25,2525,266.0,7667
2025-01-26,3046,254.0,7703
2025-01-27,3733,288.0,7871
2025-01-28,2412,250.0,7812
2025-01-29,2603,160.0,7834
2025-01-30,1713,235.0,7866
2025-01-31,2018,113.0,8176
2025-02-01,1225,83.0,8064
2025-02-02,1462,151.0,8297
2025-02-03,270,118.0,8429
2025-02-04,206,44.0,8379
2025-02-05,662,101.0,8403
2025-02-06,1600,186.0,8250
2025-02-07,596,192.0,8119
2025-02-08,1620,195.0,7989
2025-02-09,1706,147.0,8060
2025-02-10,1770,302.0,8437
2025-02-11,1415,254.0,8234
2025-02-12,1692,218.0,8242
2025-02-13,755,227.0,8285
2025-02-14,639,143.0,8489
2025-02-15,179,162.0,8243
2025-02-16,504,168.0,8169
2025-02-17,2018,261.0,8384
2025-02-18,1341,217.0,8518
2025-02-19,2694,245.0,8601
2025-02-20,2108,319.0,8103
2025-02-21,2850,280.0,7849
2025-02-22,3015,355.0,7470
2025-02-23,3437,255.0,7413
2025-02-24,2237,421.0,7587
2025-02-25,2379,421.0,7591
2025-02-26,2791,455.0,7635
2025-02-27,3275,274.0,7680
2025-02-28,1312,464.0,7418
2025-03-01,1594,514.0,7115
2025-03-02,1032,508.0,7102
2025-03-03,1388,156.0,7431
2025-03-04,1335,533.0,7404
2025-03-05,711,346.0,7401
2025-03-06,935,540.0,7397
2025-03-07,2337,555.0,7489
2025-03-08,3167,317.0,7300
2025-03-09,3169,286.0,7428
2025-03-10,1738,418.0,7545
2025-03-11,1594,433.0,7544
2025-03-12,1100,398.0,7546
2025-03-13,1971,199.0,7828
2025-03-14,870,364.0,7773
2025-03-15,448,174.0,7668
2025-03-16,650,111.0,7651
2025-03-17,836,415.0,7697
2025-03-18,1486,335.0,7725
2025-03-19,2354,515.0,7692
2025-03-20,2389,303.0,7762
2025-03-21,2590,438.0,7642
2025-03-22,1835,475.0,7248
2025-03-23,2145,411.0,7202
2025-03-24,1688,442.0,7441
2025-03-25,777,335.0,7436
2025-03-26,1310,349.0,7463
2025-03-27,1774,173.0,7678
2025-03-28,413,172.0,7690
2025-03-29,166,158.0,7442
2025-03-30,379,263.0,7329
2025-03-31,1342,219.0,7512
2025-04-01,552,516.0,7241
2025-04-02,908,272.0,7334
2025-04-03,1317,577.0,7425
2025-04-04,641,699.0,7293
2025-04-05,1686,689.0,7082
2025-04-06,1577,686.0,6984
2025-04-07,3199,403.0,7428
2025-04-08,2951,386.0,7278
2025-04-09,2414,492.0,7272
2025-04-10,1950,520.0,7229
2025-04-11,3188,525.0,7368
2025-04-12,2135,414.0,7042
2025-04-13,2123,518.0,7002
2025-04-14,1264,564.0,7125
2025-04-15,2258,557.0,7148
2025-04-16,2500,340.0,7329
2025-04-17,1660,505.0,7225
2025-04-18,1641,707.0,7065
2025-04-19,2588,363.0,7046
2025-04-20,688,260.0,6945
2025-04-21,865,206.0,7392
2025-04-22,612,474.0,7336
2025-04-23,467,625.0,7251
2025-04-24,652,738.0,7175
2025-04-25,3170,714.0,7391
2025-04-26,976,753.0,6904
2025-04-27,2225,419.0,7152
2025-04-28,1660,691.0,7161
2025-04-29,2330,320.0,7195
2025-04-30,892,527.0,7103
2025-05-01,969,779.0,6935
2025-05-02,1718,778.0,7058
2025-05-03,1658,760.0,6935
2025-05-04,2454,354.0,6780
2025-05-05,1353,773.0,6902
2025-05-06,2369,743.0,6999
2025-05-07,2672,652.0,7025
2025-05-08,2698,566.0,7060
2025-05-09,1510,631.0,6909
2025-05-10,1268,671.0,6665
2025-05-11,1483,433.0,6677
2025-05-12,2002,419.0,6998
2025-05-13,938,519.0,6854
2025-05-14,923,624.0,6901
2025-05-15,2045,256.0,6899
2025-05-16,267,513.0,6720
2025-05-17,1273,517.0,6497
2025-05-18,2110,278.0,6545
2025-05-19,1611,466.0,6601
2025-05-20,2356,468.0,6911
2025-05-21,1591,425.0,6867
2025-05-22,499,654.0,6720
2025-05-23,853,418.0,6896
2025-05-24,1533,788.0,6653
2025-05-25,2381,809.0,6805
2025-05-26,2703,567.0,7266
2025-05-27,1356,782.0,7140
2025-05-28,347,834.0,7340
2025-05-29,2518,678.0,7706
2025-05-30,1731,718.0,7186
2025-05-31,2304,674.0,7181
